date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-01-31,6.13,6.25,5.96,5.96,182914.77,-0.66,-9.97,6.574,6.734,6.953,85236.9,68474.97,73862.34,1.26
2018-01-30,6.62,6.65,6.62,6.56,36547.77,0.01,0.15,6.756,6.823,7.025,58823.77,57262.23,70590.02,0.25
2018-01-29,6.84,6.84,6.61,6.57,105792.57,-0.22,-3.22,6.818,6.849,7.058,59987.49,60436.79,72235.81,0.73
2018-01-26,6.83,6.88,6.83,6.82,49285.0,-0.02,-0.29,6.88,6.879,7.089,49564.17,60487.03,71804.86,0.34
2018-01-25,6.84,6.93,6.85,6.8,51644.41,-0.02,-0.29,6.89,6.918,7.115,50664.12,62429.41,79605.92,0.35
2018-01-24,6.9,6.92,6.87,6.8,50849.1,-0.06,-0.87,6.894,6.96,7.135,51713.04,62581.05,83601.41,0.35
2018-01-23,6.93,6.98,6.93,6.84,42366.35,0.01,0.14,6.89,6.997,7.147,55700.69,66046.24,82996.84,0.29
2018-01-22,6.81,6.97,6.92,6.77,53676.0,0.04,0.58,6.88,7.046,7.151,60886.09,74522.49,83266.32,0.37
2018-01-19,6.75,6.94,6.88,6.73,54784.75,0.01,0.15,6.878,7.085,7.159,71409.89,75809.44,82428.42,0.38
2018-01-18,6.86,7.03,6.87,6.83,56889.01,0.02,0.29,6.946,7.126,7.168,74194.7,76574.24,82991.79,0.39
2018-01-17,6.9,6.92,6.85,6.69,70787.36,-0.03,-0.44,7.026,7.171,7.179,73449.06,79249.72,82644.9,0.49
2018-01-16,6.91,7.02,6.88,6.82,68293.34,-0.03,-0.43,7.104,7.227,7.195,76391.79,83917.82,81396.54,0.47
2018-01-15,7.15,7.19,6.91,6.89,106295.0,-0.31,-4.29,7.212,7.267,7.208,88158.89,84034.83,82001.98,0.73
2018-01-12,7.24,7.33,7.22,7.18,68708.77,-0.05,-0.69,7.292,7.298,7.231,80208.98,83122.68,84713.71,0.47
2018-01-11,7.22,7.32,7.27,7.17,53160.83,0.03,0.41,7.306,7.312,7.244,78953.79,96782.43,85690.79,0.36
2018-01-10,7.41,7.41,7.24,7.22,85501.0,-0.18,-2.43,7.316,7.31,7.251,85050.37,104621.78,86304.63,0.59
2018-01-09,7.3,7.48,7.42,7.3,127128.83,0.11,1.5,7.35,7.296,7.261,91443.84,99947.44,86624.15,0.87
2018-01-08,7.32,7.4,7.31,7.27,66545.48,0.02,0.27,7.322,7.255,7.264,79910.77,92010.14,90228.29,0.46
2018-01-05,7.3,7.35,7.29,7.25,62432.79,-0.03,-0.41,7.304,7.233,7.252,86036.38,89047.4,90267.43,0.43
2018-01-04,7.36,7.42,7.32,7.29,83643.75,-0.09,-1.22,7.318,7.21,7.242,114611.07,89409.34,90333.91,0.57
2018-01-03,7.26,7.42,7.41,7.22,117468.37,0.13,1.79,7.304,7.186,7.227,124193.18,86040.08,89336.58,0.81
2018-01-02,7.16,7.37,7.28,7.16,69463.45,0.06,0.83,7.242,7.162,7.2,108451.03,78875.27,89199.27,0.48
2017-12-29,7.29,7.29,7.22,7.15,97173.55,-0.14,-1.9,7.188,7.149,7.194,104109.52,79969.13,89909.99,0.65
