date,open,close,high,low,volume
2007-06-13,9.238999999999999,9.738999999999999,9.996,8.936,204144.0
2007-06-14,10.238999999999999,10.714,10.714,9.999,84425.42
2007-06-15,10.748,11.787,11.787,10.714,66771.78
2007-06-18,12.267999999999999,11.908,12.662,11.844000000000001,67528.63
2007-06-19,12.114,12.714,13.097999999999999,12.08,61171.52
2007-06-20,12.359000000000002,11.965,12.511,11.662,41567.68
2007-06-21,12.029000000000002,12.42,12.812999999999999,12.029000000000002,28692.34
2007-06-22,12.686,12.447000000000001,12.692,11.722999999999999,27429.75
2007-06-25,12.359000000000002,12.085999999999999,12.414000000000001,11.811,17267.67
2007-06-26,11.817,13.295,13.295,11.814,45766.57
2007-06-27,13.767999999999999,13.692,14.625,13.630999999999998,45699.59
2007-06-28,13.335,14.237,14.873,13.113,40768.97
2007-06-29,13.792,14.295,14.994000000000002,13.65,29822.21
2007-07-02,14.119000000000002,13.934000000000001,14.377,13.235,24704.27
2007-07-03,13.904000000000002,13.54,14.055,13.21,19121.24
2007-07-04,13.328,13.600999999999999,14.325,13.328,15558.76
2007-07-05,13.328,12.241,13.628,12.241,13401.2
2007-07-06,11.208,12.28,12.329,11.123,33149.1
2007-07-09,11.929,12.725999999999999,13.177,11.805,21427.23
2007-07-10,12.632,12.144,12.722999999999999,12.110999999999999,14337.76
2007-07-11,12.085999999999999,12.359000000000002,12.42,11.665,15200.28
2007-07-12,11.999,12.08,12.329,11.995999999999999,6225.63
2007-07-16,12.323,12.540999999999999,13.085999999999999,12.177,15801.94
2007-07-17,12.42,12.55,12.889000000000001,12.040999999999999,10286.26
2007-07-18,12.425999999999998,12.759,12.844000000000001,12.292,10715.66
2007-07-19,12.759,13.21,13.322000000000001,12.571,13815.07
2007-07-20,13.232000000000001,13.465,13.843,13.100999999999999,13071.03
2007-07-23,13.328,13.812999999999999,13.992,13.328,13393.38
2007-07-24,14.198,13.965,14.198,13.634,12657.91
2007-07-25,14.025,15.360999999999999,15.360999999999999,13.722000000000001,24558.31
2007-07-26,15.207,15.322000000000001,15.902999999999999,14.994000000000002,16407.57
2007-07-27,15.088,14.946,15.6,14.807,15905.91
2007-07-30,14.898,14.975999999999999,15.345999999999998,14.24,12832.55
2007-07-31,14.807,14.658,14.904000000000002,14.237,17355.03
2007-08-01,14.54,13.937000000000001,14.994000000000002,13.931,16600.02
2007-08-02,13.889000000000001,15.142999999999999,15.331,13.889000000000001,32050.85
2007-08-03,15.294,15.094000000000001,15.525,14.785,15687.08
2007-08-06,14.843,14.704,15.245999999999999,14.504000000000001,13886.87
2007-08-07,14.630999999999998,14.54,14.967,14.237,12863.97
2007-08-08,14.267000000000001,14.085999999999999,14.51,13.634,11691.94
2007-08-09,13.934000000000001,14.116,14.298,13.783,10665.83
2007-08-10,14.08,13.235,14.083,12.704,25126.0
2007-08-13,12.725999999999999,12.638,13.029000000000002,12.423,10535.24
2007-08-14,12.722999999999999,12.989,13.235,12.722999999999999,8755.31
2007-08-15,13.056,12.722999999999999,13.238,12.617,9612.29
2007-08-16,12.692,13.192,13.728,12.692,16495.9
2007-08-17,12.874,12.904000000000002,13.267999999999999,12.874,7611.57
2007-08-20,13.295,13.192,13.328,12.925999999999998,9723.55
2007-08-22,13.192,12.977,13.619000000000002,12.907,11716.99
2007-08-23,13.004000000000001,13.089,13.267999999999999,12.722999999999999,12495.71
2007-08-24,13.238,12.898,13.267999999999999,12.889000000000001,8392.79
2007-08-27,12.859000000000002,12.341,12.859000000000002,12.267999999999999,15089.93
2007-08-28,11.95,12.392000000000001,12.562000000000001,11.95,9552.76
